Model,Platform,Benchmark Suite,Benchmark,Dataset,Oracle Mapping,Predicted Mapping,Correct?,Speedup
Static mapping,amd_tahiti_7970,npb-3.3,init_ui,W,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,init_ui,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,init_ui,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,init_ui,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,init_ui,W,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize1,A,1,0,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize1,A,1,0,0,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize1,A,1,1,1,1.819971037942823
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize1,A,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize1,A,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize1,A,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize1,A,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize1,A,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize1,A,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize1,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize1,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize1,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize1,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize1,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize1,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize1,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize1,B,1,1,1,5.345927147973217
DeepTune,amd_tahiti_7970,npb-3.3,initialize1,B,1,1,1,5.295382222887569
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize1,B,1,1,1,5.345927147973217
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize1,B,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize1,B,1,1,1,5.345927147973217
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize1,B,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize1,B,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize1,B,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize1,B,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize1,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize1,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize1,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize1,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize1,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize1,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize1,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize1,C,1,1,1,5.356208665588122
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize1,C,1,1,1,5.356208665588122
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize1,C,1,1,1,5.356208665588122
Static mapping,amd_tahiti_7970,npb-3.3,initialize1,C,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize1,C,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize1,C,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize1,C,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize1,C,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize1,S,0,1,0,0.007370095983284571
DeepTune,amd_tahiti_7970,npb-3.3,initialize1,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize1,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize1,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize1,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize1,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize1,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize1,S,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize1,S,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize1,S,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize1,S,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize1,S,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize1,S,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize1,S,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize1,S,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize1,S,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize1,W,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize1,W,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize1,W,0,1,0,0.1418306115318842
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize1,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize1,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize1,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize1,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize1,W,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize1,W,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize1,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize1,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize1,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize1,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize1,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize1,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize1,W,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize2,A,1,1,1,7.785939672243332
DeepTune,amd_tahiti_7970,npb-3.3,initialize2,A,1,1,1,7.588597627267276
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize2,A,1,1,1,7.785939672243332
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize2,A,1,1,1,7.588597627267276
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize2,A,1,1,1,7.785939672243332
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize2,A,1,1,1,7.588597627267276
Static mapping,amd_tahiti_7970,npb-3.3,initialize2,A,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize2,A,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize2,A,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize2,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize2,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize2,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize2,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize2,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize2,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize2,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize2,B,1,1,1,11.152222107226775
DeepTune,amd_tahiti_7970,npb-3.3,initialize2,B,1,1,1,11.154232032740362
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize2,B,1,1,1,11.152222107226775
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize2,B,1,1,1,11.154232032740362
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize2,B,1,1,1,11.152222107226775
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize2,B,1,1,1,11.154232032740362
Static mapping,amd_tahiti_7970,npb-3.3,initialize2,B,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize2,B,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize2,B,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize2,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize2,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize2,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize2,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize2,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize2,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize2,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize2,C,1,1,1,26.259084540075655
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize2,C,1,1,1,26.259084540075655
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize2,C,1,1,1,26.259084540075655
Static mapping,amd_tahiti_7970,npb-3.3,initialize2,C,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize2,C,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize2,C,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize2,C,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize2,C,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize2,S,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize2,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize2,S,0,1,0,0.01868992541748233
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize2,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize2,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize2,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize2,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize2,S,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize2,S,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize2,S,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize2,S,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize2,S,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize2,S,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize2,S,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize2,S,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize2,S,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize2,W,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize2,W,1,0,0,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize2,W,0,1,0,0.8581408060151178
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize2,W,1,0,0,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize2,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize2,W,1,0,0,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize2,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize2,W,1,0,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize2,W,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize2,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize2,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize2,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize2,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize2,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize2,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize2,W,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize3,A,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize3,A,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize3,A,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize3,A,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize3,A,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize3,A,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize3,A,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize3,A,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize3,A,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize3,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize3,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize3,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize3,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize3,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize3,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize3,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize3,B,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize3,B,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize3,B,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize3,B,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize3,B,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize3,B,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize3,B,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize3,B,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize3,B,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize3,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize3,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize3,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize3,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize3,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize3,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize3,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize3,C,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize3,C,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize3,C,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize3,C,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize3,C,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize3,C,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize3,C,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize3,C,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize3,S,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize3,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize3,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize3,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize3,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize3,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize3,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize3,S,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize3,S,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize3,S,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize3,S,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize3,S,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize3,S,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize3,S,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize3,S,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize3,S,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize3,W,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize3,W,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize3,W,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize3,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize3,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize3,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize3,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize3,W,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize3,W,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize3,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize3,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize3,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize3,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize3,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize3,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize3,W,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize4,A,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize4,A,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize4,A,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize4,A,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize4,A,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize4,A,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize4,A,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize4,A,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize4,A,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize4,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize4,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize4,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize4,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize4,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize4,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize4,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize4,B,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize4,B,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize4,B,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize4,B,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize4,B,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize4,B,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize4,B,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize4,B,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize4,B,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize4,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize4,B,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize4,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize4,B,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize4,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize4,B,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize4,B,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize4,C,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize4,C,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize4,C,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize4,C,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize4,C,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize4,C,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize4,C,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize4,C,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize4,S,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize4,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize4,S,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize4,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize4,S,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize4,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize4,S,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize4,S,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize4,S,0,1,0,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize4,S,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize4,S,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize4,S,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize4,S,0,1,0,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize4,S,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize4,S,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize4,S,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize4,W,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize4,W,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize4,W,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize4,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize4,W,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize4,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize4,W,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize4,W,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize4,W,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize4,W,0,1,0,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize4,W,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize4,W,0,1,0,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize4,W,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize4,W,0,1,0,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize4,W,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize4,W,0,1,0,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize5,A,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize5,A,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize5,A,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize5,A,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize5,A,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize5,A,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize5,A,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize5,A,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize5,A,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize5,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize5,A,1,1,1,1.0
DeepTuneInst2Vec,nvidia_gtx_960,npb-3.3,initialize5,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize5,A,1,1,1,1.0
Grewe et al.,nvidia_gtx_960,npb-3.3,initialize5,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize5,A,1,1,1,1.0
Static mapping,nvidia_gtx_960,npb-3.3,initialize5,A,1,1,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize5,B,0,0,1,1.0
DeepTune,amd_tahiti_7970,npb-3.3,initialize5,B,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize5,B,0,0,1,1.0
DeepTuneInst2Vec,amd_tahiti_7970,npb-3.3,initialize5,B,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize5,B,0,0,1,1.0
Grewe et al.,amd_tahiti_7970,npb-3.3,initialize5,B,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize5,B,0,0,1,1.0
Static mapping,amd_tahiti_7970,npb-3.3,initialize5,B,0,0,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize5,B,1,1,1,1.0
DeepTune,nvidia_gtx_960,npb-3.3,initialize5,B,1,1,1,1.0
